query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT * FROM tb46 WHERE longitude = 771;","SELECT country, name FROM tb24 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(latitude) FROM tb32 GROUP BY {column1};","SELECT latitude, age FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(country) FROM tb12 GROUP BY {column1};","SELECT country, MAX(latitude) FROM tb37 GROUP BY {column1};","SELECT AVG(age) FROM tb14 WHERE {column} > 669;","SELECT longitude, SUM(name) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(age) FROM tb21 GROUP BY {column1};","SELECT country, name FROM tb34 WHERE {column1} > 434 AND {column2} < {value};"
"SELECT latitude, SUM(country) FROM tb21 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb2 WHERE country = 913;","SELECT longitude, latitude FROM tb50 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 833;","SELECT AVG(age) FROM tb8 WHERE {column} > 434;","SELECT * FROM tb15 WHERE longitude = 356;","SELECT age, MAX(latitude) FROM tb49 GROUP BY {column1};","SELECT COUNT(*) FROM tb17 WHERE name = 737;","SELECT latitude, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 631;","SELECT COUNT(*) FROM tb39 WHERE longitude = 747;"
"SELECT latitude, MAX(longitude) FROM tb45 GROUP BY {column1};","SELECT COUNT(*) FROM tb34 WHERE latitude = 542;","SELECT AVG(latitude) FROM tb36 WHERE {column} > 712;","SELECT age, longitude FROM tb39 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, name FROM tb6 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, name FROM tb3 WHERE {column1} > 232 AND {column2} < {value};","SELECT latitude, SUM(latitude) FROM tb27 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb23 WHERE country = 805;","SELECT country, MAX(latitude) FROM tb46 GROUP BY {column1};","SELECT latitude, MAX(country) FROM tb45 GROUP BY {column1};"
"SELECT name, SUM(age) FROM tb5 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, MAX(country) FROM tb48 GROUP BY {column1};","SELECT AVG(longitude) FROM tb10 WHERE {column} > 497;","SELECT country, MAX(name) FROM tb41 GROUP BY {column1};","SELECT * FROM tb32 WHERE age = 440;","SELECT COUNT(*) FROM tb7 WHERE name = 698;","SELECT COUNT(*) FROM tb20 WHERE latitude = 150;","SELECT country, age FROM tb10 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb25 WHERE country = 297;","SELECT longitude, COUNT(*) FROM tb12 GROUP BY {column1} HAVING COUNT(*) > 166;"
"SELECT longitude, COUNT(*) FROM tb10 GROUP BY {column1} HAVING COUNT(*) > 149;","SELECT country, MAX(longitude) FROM tb9 GROUP BY {column1};","SELECT * FROM tb28 WHERE age = 337;","SELECT latitude, age FROM tb11 WHERE {column1} > 836 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 214;","SELECT COUNT(*) FROM tb13 WHERE longitude = 344;","SELECT name, SUM(longitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, name FROM tb45 WHERE {column1} > 576 AND {column2} < {value};","SELECT longitude, COUNT(*) FROM tb12 GROUP BY {column1} HAVING COUNT(*) > 484;","SELECT age, SUM(country) FROM tb39 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT country, country FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(longitude) FROM tb10 WHERE {column} > 244;","SELECT country, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 545;","SELECT longitude, COUNT(*) FROM tb28 GROUP BY {column1} HAVING COUNT(*) > 751;","SELECT longitude, SUM(latitude) FROM tb47 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb49 WHERE name = 818;","SELECT * FROM tb41 WHERE country = 740;","SELECT name, MAX(longitude) FROM tb3 GROUP BY {column1};","SELECT country, MAX(latitude) FROM tb25 GROUP BY {column1};","SELECT name, SUM(country) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT AVG(name) FROM tb34 WHERE {column} > 491;","SELECT latitude, SUM(longitude) FROM tb39 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb10 WHERE latitude = 145;","SELECT country, latitude FROM tb13 WHERE {column1} > 768 AND {column2} < {value};","SELECT country, longitude FROM tb1 WHERE {column1} > 289 AND {column2} < {value};","SELECT COUNT(*) FROM tb17 WHERE age = 381;","SELECT longitude, age FROM tb27 WHERE {column1} > 138 AND {column2} < {value};","SELECT latitude, latitude FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 17;","SELECT longitude, age FROM tb23 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT longitude, name FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(age) FROM tb42 GROUP BY {column1};","SELECT * FROM tb50 WHERE age = 611;","SELECT * FROM tb35 WHERE latitude = 725;","SELECT name, country FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb46 WHERE latitude = 523;","SELECT age, MAX(name) FROM tb24 GROUP BY {column1};","SELECT AVG(age) FROM tb27 WHERE {column} > 758;","SELECT longitude, COUNT(*) FROM tb29 GROUP BY {column1} HAVING COUNT(*) > 957;","SELECT age, latitude FROM tb27 WHERE {column1} > 406 AND {column2} < {value};"
"SELECT AVG(age) FROM tb34 WHERE {column} > 63;","SELECT COUNT(*) FROM tb9 WHERE country = 830;","SELECT name, country FROM tb50 WHERE {column1} > 552 AND {column2} < {value};","SELECT country, MAX(longitude) FROM tb13 GROUP BY {column1};","SELECT latitude, MAX(age) FROM tb41 GROUP BY {column1};","SELECT AVG(name) FROM tb1 WHERE {column} > 98;","SELECT * FROM tb4 WHERE age = 309;","SELECT country, COUNT(*) FROM tb12 GROUP BY {column1} HAVING COUNT(*) > 286;","SELECT longitude, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 102;","SELECT AVG(name) FROM tb29 WHERE {column} > 424;"
"SELECT country, longitude FROM tb41 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(latitude) FROM tb33 GROUP BY {column1};","SELECT latitude, SUM(longitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb47 WHERE country = 342;","SELECT longitude, COUNT(*) FROM tb7 GROUP BY {column1} HAVING COUNT(*) > 1;","SELECT latitude, longitude FROM tb29 WHERE {column1} > 792 AND {column2} < {value};","SELECT COUNT(*) FROM tb44 WHERE name = 428;","SELECT COUNT(*) FROM tb20 WHERE country = 878;","SELECT COUNT(*) FROM tb15 WHERE name = 874;","SELECT * FROM tb11 WHERE longitude = 559;"
"SELECT longitude, MAX(latitude) FROM tb26 GROUP BY {column1};","SELECT COUNT(*) FROM tb47 WHERE longitude = 796;","SELECT country, longitude FROM tb44 WHERE {column1} > 462 AND {column2} < {value};","SELECT age, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 341;","SELECT COUNT(*) FROM tb3 WHERE longitude = 686;","SELECT latitude, latitude FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(name) FROM tb2 GROUP BY {column1};","SELECT age, SUM(latitude) FROM tb37 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, SUM(age) FROM tb9 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb29 WHERE country = 819;"
"SELECT * FROM tb18 WHERE country = 607;","SELECT COUNT(*) FROM tb10 WHERE age = 138;","SELECT name, SUM(latitude) FROM tb16 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb35 WHERE name = 300;","SELECT COUNT(*) FROM tb40 WHERE longitude = 490;","SELECT country, latitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb8 WHERE latitude = 457;","SELECT longitude, latitude FROM tb24 WHERE {column1} > 678 AND {column2} < {value};","SELECT latitude, SUM(longitude) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, name FROM tb34 WHERE {column1} > 277 AND {column2} < {value};"
"SELECT longitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 455;","SELECT latitude, SUM(age) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb10 WHERE country = 972;","SELECT longitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 236;","SELECT name, SUM(latitude) FROM tb26 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 687;","SELECT latitude, country FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(name) FROM tb42 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(latitude) FROM tb10 WHERE {column} > 188;","SELECT AVG(latitude) FROM tb3 WHERE {column} > 816;"
"SELECT longitude, name FROM tb45 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(longitude) FROM tb1 GROUP BY {column1};","SELECT longitude, COUNT(*) FROM tb14 GROUP BY {column1} HAVING COUNT(*) > 242;","SELECT name, country FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(country) FROM tb33 GROUP BY {column1};","SELECT country, country FROM tb5 WHERE {column1} > 665 AND {column2} < {value};","SELECT longitude, SUM(country) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb39 WHERE latitude = 507;","SELECT COUNT(*) FROM tb27 WHERE longitude = 814;","SELECT * FROM tb24 WHERE longitude = 326;"
"SELECT name, MAX(age) FROM tb30 GROUP BY {column1};","SELECT name, SUM(longitude) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 95;","SELECT name, country FROM tb15 WHERE {column1} > 345 AND {column2} < {value};","SELECT longitude, MAX(longitude) FROM tb4 GROUP BY {column1};","SELECT latitude, MAX(country) FROM tb43 GROUP BY {column1};","SELECT * FROM tb28 WHERE age = 325;","SELECT country, latitude FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb45 WHERE {column} > 965;","SELECT COUNT(*) FROM tb19 WHERE country = 386;"
"SELECT country, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 546;","SELECT * FROM tb36 WHERE latitude = 630;","SELECT name, age FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb5 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, longitude FROM tb42 WHERE {column1} > 205 AND {column2} < {value};","SELECT age, MAX(latitude) FROM tb31 GROUP BY {column1};","SELECT * FROM tb38 WHERE country = 544;","SELECT age, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 910;","SELECT name, longitude FROM tb31 WHERE {column1} > 377 AND {column2} < {value};","SELECT COUNT(*) FROM tb5 WHERE latitude = 316;"
"SELECT * FROM tb3 WHERE longitude = 48;","SELECT AVG(longitude) FROM tb7 WHERE {column} > 749;","SELECT * FROM tb28 WHERE longitude = 523;","SELECT age, latitude FROM tb19 WHERE {column1} > 647 AND {column2} < {value};","SELECT AVG(longitude) FROM tb1 WHERE {column} > 83;","SELECT age, MAX(latitude) FROM tb24 GROUP BY {column1};","SELECT COUNT(*) FROM tb17 WHERE latitude = 52;","SELECT COUNT(*) FROM tb39 WHERE age = 872;","SELECT country, age FROM tb44 WHERE {column1} > 829 AND {column2} < {value};","SELECT * FROM tb35 WHERE country = 639;"
"SELECT * FROM tb24 WHERE age = 424;","SELECT * FROM tb47 WHERE name = 394;","SELECT latitude, SUM(longitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb44 WHERE age = 737;","SELECT COUNT(*) FROM tb7 WHERE longitude = 337;","SELECT COUNT(*) FROM tb2 WHERE latitude = 117;","SELECT country, name FROM tb24 WHERE {column1} > 901 AND {column2} < {value};","SELECT latitude, latitude FROM tb25 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb35 WHERE {column} > 972;","SELECT * FROM tb22 WHERE longitude = 145;"
"SELECT latitude, SUM(latitude) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, latitude FROM tb17 WHERE {column1} > 788 AND {column2} < {value};","SELECT country, longitude FROM tb25 WHERE {column1} > 63 AND {column2} < {value};","SELECT name, name FROM tb21 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb36 WHERE country = 519;","SELECT * FROM tb12 WHERE latitude = 426;","SELECT AVG(longitude) FROM tb39 WHERE {column} > 480;","SELECT latitude, country FROM tb32 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(latitude) FROM tb3 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb20 WHERE name = 526;"
"SELECT COUNT(*) FROM tb39 WHERE latitude = 231;","SELECT AVG(longitude) FROM tb12 WHERE {column} > 728;","SELECT latitude, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 699;","SELECT AVG(latitude) FROM tb22 WHERE {column} > 605;","SELECT longitude, age FROM tb5 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, longitude FROM tb10 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, country FROM tb38 WHERE {column1} > 20 AND {column2} < {value};","SELECT country, longitude FROM tb21 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 283;","SELECT name, latitude FROM tb37 WHERE {column1} > 214 AND {column2} < {value};"
"SELECT name, country FROM tb46 WHERE {column1} > 253 AND {column2} < {value};","SELECT COUNT(*) FROM tb24 WHERE age = 481;","SELECT age, COUNT(*) FROM tb42 GROUP BY {column1} HAVING COUNT(*) > 48;","SELECT * FROM tb7 WHERE name = 565;","SELECT country, MAX(age) FROM tb16 GROUP BY {column1};","SELECT country, SUM(country) FROM tb8 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb40 WHERE {column} > 566;","SELECT COUNT(*) FROM tb12 WHERE longitude = 876;","SELECT latitude, SUM(latitude) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb6 GROUP BY {column1} HAVING COUNT(*) > 916;"
"SELECT longitude, MAX(name) FROM tb3 GROUP BY {column1};","SELECT longitude, longitude FROM tb27 WHERE {column1} > 343 AND {column2} < {value};","SELECT country, country FROM tb1 WHERE {column1} > 560 AND {column2} < {value};","SELECT longitude, SUM(latitude) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb26 WHERE latitude = 49;","SELECT country, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 439;","SELECT * FROM tb36 WHERE country = 809;","SELECT * FROM tb23 WHERE latitude = 122;","SELECT COUNT(*) FROM tb43 WHERE age = 534;","SELECT AVG(country) FROM tb5 WHERE {column} > 797;"
"SELECT age, age FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb3 WHERE country = 439;","SELECT * FROM tb48 WHERE name = 866;","SELECT name, MAX(longitude) FROM tb5 GROUP BY {column1};","SELECT * FROM tb3 WHERE longitude = 957;","SELECT latitude, SUM(latitude) FROM tb45 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb13 GROUP BY {column1} HAVING COUNT(*) > 430;","SELECT country, latitude FROM tb25 WHERE {column1} > 914 AND {column2} < {value};","SELECT age, SUM(age) FROM tb5 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb48 WHERE name = 902;"
"SELECT name, COUNT(*) FROM tb28 GROUP BY {column1} HAVING COUNT(*) > 400;","SELECT COUNT(*) FROM tb45 WHERE name = 891;","SELECT name, age FROM tb18 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(latitude) FROM tb35 GROUP BY {column1};","SELECT longitude, SUM(name) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb29 WHERE country = 629;","SELECT AVG(age) FROM tb38 WHERE {column} > 331;","SELECT name, country FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(name) FROM tb43 GROUP BY {column1};","SELECT country, SUM(country) FROM tb47 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT AVG(longitude) FROM tb21 WHERE {column} > 598;","SELECT latitude, SUM(age) FROM tb36 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(country) FROM tb1 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb4 WHERE age = 716;","SELECT COUNT(*) FROM tb10 WHERE latitude = 438;","SELECT name, country FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, MAX(longitude) FROM tb48 GROUP BY {column1};","SELECT name, MAX(age) FROM tb25 GROUP BY {column1};","SELECT longitude, SUM(age) FROM tb41 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, SUM(latitude) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT name, latitude FROM tb16 WHERE {column1} > 273 AND {column2} < {value};","SELECT age, SUM(age) FROM tb16 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(name) FROM tb46 WHERE {column} > 470;","SELECT AVG(country) FROM tb2 WHERE {column} > 27;","SELECT latitude, SUM(name) FROM tb17 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(longitude) FROM tb29 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, age FROM tb38 WHERE {column1} > 182 AND {column2} < {value};","SELECT longitude, SUM(country) FROM tb27 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb14 WHERE country = 23;","SELECT age, longitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT * FROM tb6 WHERE latitude = 921;","SELECT latitude, longitude FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 904;","SELECT * FROM tb1 WHERE age = 820;","SELECT * FROM tb24 WHERE name = 276;","SELECT latitude, MAX(age) FROM tb47 GROUP BY {column1};","SELECT * FROM tb22 WHERE longitude = 180;","SELECT AVG(name) FROM tb36 WHERE {column} > 748;","SELECT age, SUM(age) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(latitude) FROM tb33 GROUP BY {column1};"
"SELECT longitude, SUM(name) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, age FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, name FROM tb7 WHERE {column1} > 922 AND {column2} < {value};","SELECT COUNT(*) FROM tb41 WHERE age = 166;","SELECT longitude, longitude FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, latitude FROM tb3 WHERE {column1} > 422 AND {column2} < {value};","SELECT name, age FROM tb31 WHERE {column1} > 971 AND {column2} < {value};","SELECT age, COUNT(*) FROM tb7 GROUP BY {column1} HAVING COUNT(*) > 805;","SELECT AVG(longitude) FROM tb30 WHERE {column} > 978;","SELECT longitude, COUNT(*) FROM tb49 GROUP BY {column1} HAVING COUNT(*) > 341;"
"SELECT latitude, latitude FROM tb28 WHERE {column1} > 877 AND {column2} < {value};","SELECT name, MAX(latitude) FROM tb43 GROUP BY {column1};","SELECT AVG(longitude) FROM tb39 WHERE {column} > 665;","SELECT COUNT(*) FROM tb19 WHERE latitude = 264;","SELECT * FROM tb49 WHERE latitude = 351;","SELECT name, age FROM tb35 WHERE {column1} > 433 AND {column2} < {value};","SELECT COUNT(*) FROM tb10 WHERE name = 184;","SELECT age, name FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb24 WHERE latitude = 88;","SELECT age, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 877;"
"SELECT age, latitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, latitude FROM tb2 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb26 WHERE longitude = 706;","SELECT COUNT(*) FROM tb32 WHERE name = 768;","SELECT COUNT(*) FROM tb30 WHERE name = 765;","SELECT longitude, COUNT(*) FROM tb5 GROUP BY {column1} HAVING COUNT(*) > 385;","SELECT latitude, COUNT(*) FROM tb18 GROUP BY {column1} HAVING COUNT(*) > 520;","SELECT * FROM tb43 WHERE name = 964;","SELECT country, country FROM tb42 WHERE {column1} > 995 AND {column2} < {value};","SELECT * FROM tb44 WHERE age = 126;"
"SELECT age, MAX(latitude) FROM tb1 GROUP BY {column1};","SELECT country, name FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb23 WHERE {column1} > 733 AND {column2} < {value};","SELECT latitude, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 343;","SELECT AVG(latitude) FROM tb41 WHERE {column} > 589;","SELECT name, longitude FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb17 WHERE longitude = 799;","SELECT COUNT(*) FROM tb8 WHERE age = 739;","SELECT COUNT(*) FROM tb38 WHERE name = 230;","SELECT name, age FROM tb36 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT AVG(name) FROM tb2 WHERE {column} > 15;","SELECT age, MAX(longitude) FROM tb22 GROUP BY {column1};","SELECT latitude, MAX(latitude) FROM tb25 GROUP BY {column1};","SELECT COUNT(*) FROM tb32 WHERE country = 370;","SELECT longitude, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 667;","SELECT COUNT(*) FROM tb43 WHERE country = 312;","SELECT COUNT(*) FROM tb19 WHERE longitude = 143;","SELECT COUNT(*) FROM tb20 WHERE name = 210;","SELECT country, COUNT(*) FROM tb9 GROUP BY {column1} HAVING COUNT(*) > 549;","SELECT * FROM tb34 WHERE latitude = 420;"
"SELECT COUNT(*) FROM tb7 WHERE country = 669;","SELECT AVG(age) FROM tb48 WHERE {column} > 812;","SELECT * FROM tb25 WHERE latitude = 518;","SELECT longitude, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 875;","SELECT name, longitude FROM tb4 WHERE {column1} > 427 AND {column2} < {value};","SELECT * FROM tb49 WHERE country = 863;","SELECT COUNT(*) FROM tb31 WHERE country = 241;","SELECT longitude, country FROM tb5 WHERE {column1} > 573 AND {column2} < {value};","SELECT country, SUM(longitude) FROM tb15 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(country) FROM tb39 WHERE {column} > 444;"
"SELECT name, longitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, longitude FROM tb10 WHERE {column1} > 794 AND {column2} < {value};","SELECT latitude, latitude FROM tb33 WHERE {column1} > 813 AND {column2} < {value};","SELECT * FROM tb33 WHERE longitude = 397;","SELECT age, name FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb45 WHERE {column} > 222;","SELECT AVG(name) FROM tb11 WHERE {column} > 75;","SELECT AVG(longitude) FROM tb19 WHERE {column} > 153;","SELECT COUNT(*) FROM tb41 WHERE age = 82;","SELECT latitude, COUNT(*) FROM tb9 GROUP BY {column1} HAVING COUNT(*) > 715;"
"SELECT AVG(age) FROM tb20 WHERE {column} > 943;","SELECT age, country FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb10 WHERE longitude = 519;","SELECT country, latitude FROM tb21 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, name FROM tb17 WHERE {column1} > 76 AND {column2} < {value};","SELECT AVG(name) FROM tb31 WHERE {column} > 658;","SELECT age, MAX(country) FROM tb25 GROUP BY {column1};","SELECT AVG(latitude) FROM tb32 WHERE {column} > 424;","SELECT name, country FROM tb43 WHERE {column1} > 795 AND {column2} < {value};","SELECT name, name FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT age, age FROM tb35 WHERE {column1} > 909 AND {column2} < {value};","SELECT latitude, SUM(name) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb41 WHERE age = 902;","SELECT COUNT(*) FROM tb2 WHERE age = 649;","SELECT * FROM tb31 WHERE longitude = 874;","SELECT * FROM tb47 WHERE name = 670;","SELECT AVG(age) FROM tb29 WHERE {column} > 470;","SELECT latitude, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 983;","SELECT latitude, latitude FROM tb7 WHERE {column1} > 179 AND {column2} < {value};","SELECT * FROM tb43 WHERE age = 610;"
"SELECT latitude, SUM(country) FROM tb23 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, longitude FROM tb31 WHERE {column1} > 913 AND {column2} < {value};","SELECT * FROM tb44 WHERE longitude = 543;","SELECT AVG(longitude) FROM tb26 WHERE {column} > 958;","SELECT age, age FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, latitude FROM tb13 WHERE {column1} > 423 AND {column2} < {value};","SELECT * FROM tb9 WHERE name = 502;","SELECT country, age FROM tb32 WHERE {column1} > 989 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb46 GROUP BY {column1} HAVING COUNT(*) > 804;","SELECT latitude, MAX(latitude) FROM tb4 GROUP BY {column1};"
"SELECT country, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 108;","SELECT country, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 143;","SELECT age, MAX(latitude) FROM tb5 GROUP BY {column1};","SELECT AVG(country) FROM tb40 WHERE {column} > 147;","SELECT * FROM tb33 WHERE latitude = 297;","SELECT country, longitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, latitude FROM tb31 WHERE {column1} > 98 AND {column2} < {value};","SELECT name, MAX(country) FROM tb1 GROUP BY {column1};","SELECT COUNT(*) FROM tb40 WHERE latitude = 275;","SELECT age, COUNT(*) FROM tb18 GROUP BY {column1} HAVING COUNT(*) > 807;"
